date,M,S,R,Sent,Mac,regime,price,fwd3d,fwd7d,fwd14d,fwd30d,conflict_BULL_fear,conflict_BEAR_greed,clean_BULL,clean_BEAR
2026-02-06,-0.4317575553943459,1.0,0.1672457111776161,0.11398240864123653,0.28807941599878933,BEAR,70647.6982188778,-0.571280383833872,-2.5292502099460434,,,False,False,False,True
2026-02-07,-0.41555817362171127,1.0,-0.8337767305513155,-0.04135858842727355,0.2835156189741848,BEAR,69166.2594424313,-0.6903168291827355,0.913479618570201,,,False,False,False,True
2026-02-08,-0.4416786502549834,1.0,-0.8233285398980066,-0.04127427327392559,0.2909713758330295,BEAR,70522.5892393337,-5.009561738144264,,,,False,False,False,True
2026-02-09,-0.4235806070559311,1.0,-0.8305677571776275,-0.11336697414147034,0.2909713758330295,BEAR,70244.1017773232,-5.726541252618156,,,,False,False,False,True
2026-02-10,-0.5291527565525282,1.0,-0.7883388973789887,-0.1289239456799104,0.24285792472756967,BEAR,68688.793113384,0.25047470216399415,,,,False,False,False,True
2026-02-11,-0.5312729711694032,1.0,-0.7874908115322388,0.0025284747764840257,0.21500053060354546,BEAR,66989.7165920514,4.192229309486484,,,,False,False,False,True
2026-02-12,-0.5554808706196054,1.0,-0.7778076517521578,0.014174750739709356,0.22585021280865675,BEAR,66221.5443115137,,,,,False,False,False,True
2026-02-13,-0.5653220719470964,1.0,-0.7738711712211614,0.000653287619528091,0.22744841851601078,BEAR,68860.8411633548,,,,,False,False,False,True
2026-02-14,-0.6250339030062584,1.0,-0.6282862145193997,-0.19999999999999996,0.2109567798319018,BEAR,69798.0791253653,,,,,False,False,False,True
2026-02-15,-0.42725528024722415,1.0,-0.4439584739757304,-0.17153240211632872,0.19301195418481604,BEAR,,,,,,False,False,False,True
2026-02-16,-0.5935480312524484,1.0,-0.3378397009894415,-0.08705689465211067,0.17813972340291712,BEAR,,,,,,False,False,False,True
2026-02-17,-0.5989934020566536,1.0,-0.30519975476729777,0.13381500593378423,-0.392617384044803,BEAR,,,,,,False,False,False,True
2026-02-18,-0.5836238602304843,0.6876295663757761,-0.3561616693972796,0.15120515118916128,0.23739487758044547,BEAR,,,,,,False,False,False,True
2026-02-19,-0.5939613095645906,0.6060670524950265,-0.2167878836015296,0.02938718980515797,0.0,BEAR,,,,,,False,False,False,True
2026-02-20,-0.4259479515114178,0.5762297993133311,-0.0270714077978237,0.0058719701422250345,0.25000237307126,BEAR,,,,,,False,False,False,True
2026-02-21,-0.4297274475301362,0.5196988856714889,0.09371518125661382,0.06487984677833672,0.25117670367693096,BEAR,,,,,,False,False,False,True
2026-02-22,-0.3380984270072861,0.3576041591372623,0.26555331641153995,-0.103284912260525,0.25000237307126,BEAR,,,,,,False,False,False,True
2026-02-23,-0.3146848703295131,0.4608642663968597,0.6396156434508707,-0.19999999999999996,0.2511083836924011,BEAR,,,,,,False,False,False,True
2026-02-24,-0.3190413514649322,0.45962014643017823,0.5963132596299028,-0.13453492599234165,0.25506144990493157,BEAR,,,,,,False,False,False,True
2026-02-25,-0.27983761862139755,0.44538035004808885,1.0,0.25468402312983573,0.40266230481092097,BEAR,,,,,,False,False,False,True
2026-02-26,-0.34096307845497975,0.45248552384560736,1.0,0.22009647066949412,0.2637072817179112,BEAR,,,,,,False,False,False,True
2026-02-27,-0.26521093463221845,0.4286267835658059,1.0,-0.2742349065799369,0.3119720458353344,BEAR,,,,,,False,False,False,True
2026-02-28,-0.2478122191780523,0.46425590289971486,1.0,-0.20633076390596555,0.24496044091182984,BEAR,,,,,,False,False,False,True
2026-03-01,-0.2369154292161493,0.4642087515889084,0.5048230728428845,-0.40370105889415214,0.24235650591947394,BEAR,,,,,,False,False,False,True
2026-03-02,-0.24134242740670056,0.46036941783549934,0.38448810355176777,-0.3402912107357528,0.23563163855025265,BEAR,,,,,,False,False,False,True
2026-03-03,-0.1891431841756338,0.4378319858177344,0.3354686038519422,-0.46849127875128166,0.2087371682954598,BEAR,,,,,,False,False,False,True
2026-03-04,-0.16813526438897497,0.4562701678697346,0.028815183247256182,-0.6553012336465946,0.16435124232482667,BEAR,,,,,,False,False,False,True
2026-03-05,-0.24994184781251189,0.44253431621302686,-0.11083694156117552,-0.2808829414957793,0.1536269280569882,BEAR,,,,,,False,False,False,True
2026-03-06,-0.2939538402854681,0.427785652291381,-0.4926618507870423,-0.6746795687892224,0.15681408628929305,BEAR,,,,,,False,False,False,True
2026-03-07,-0.22186505224105457,0.4689235554964123,-0.4340636281938501,-0.6746795687892224,0.15043581417399554,BEAR,,,,,,False,False,False,True
2026-03-08,-0.20218837365593365,0.6564833558354606,-0.4720677176623581,-0.17349933118173566,0.17538748312938424,BEAR,,,,,,False,False,False,True
2026-03-09,-0.27807552580569184,0.6522654224490282,-0.720014362142742,-0.47569150022672746,0.14523234107712324,BEAR,,,,,,False,False,False,True
2026-03-10,-0.2962485176845489,0.6428858435259814,-0.5130334759267586,-0.30255913500927334,0.13880362344091546,BEAR,,,,,,False,False,False,True
2026-03-11,-0.16750950694355204,0.7088315060929711,-0.29388822891987676,-0.6734993311817357,0.16395570014318384,BEAR,,,,,,False,False,False,True
2026-03-12,-0.12401241089585614,0.7180850324011723,0.4701773425213125,-0.20883931485280727,0.289250854168439,BEAR,,,,,,False,False,False,True
2026-03-13,-0.15675244588840243,0.7250072076960239,0.8257112210419455,-0.3494414341245826,0.28686565546751375,BEAR,,,,,,False,False,False,True
2026-03-14,-0.16369080937202973,0.7041957439174734,0.43540147821301667,-0.44840919718415584,0.29756023543227716,BEAR,,,,,,False,False,False,True
2026-03-15,-0.13004261153096142,0.5701313396302158,0.39997707131159244,-0.2939570897312967,0.29756023543227716,BEAR,,,,,,False,False,False,True
2026-03-16,-0.03227107613186425,0.6178296969644195,0.7946171399900774,-0.5175499247865294,0.2692671733610982,BEAR,,,,,,False,False,False,True
2026-03-17,-0.026956317674499616,0.5482826978609858,1.0,-0.5,0.23924705257684253,BEAR,,,,,,False,False,False,True
2026-03-18,-0.031123893419322424,0.5507283055928119,1.0,-0.7836175278415696,0.24079487469886784,BEAR,,,,,,False,False,False,True
2026-03-19,-0.03630300982501031,0.5456261067485632,0.8335910039227101,-0.7269184042978605,0.2435029260423588,BEAR,,,,,,False,False,False,True
2026-03-20,0.2578705810477993,0.709467169489196,0.8044681835740629,-0.5,0.23226053258689205,BEAR,,,,,,False,False,False,True
2026-03-21,0.39339822731468427,0.8088340136796053,0.7639610636111894,-0.5,0.2831664946258666,BEAR,,,,,,False,False,False,True
2026-03-22,0.3264999443437256,0.9691591633807257,0.8041000333937647,-1.0,0.5774112823245161,BEAR,,,,,,False,False,False,True
2026-03-23,0.3787838183977289,0.9461868907842177,0.38985504030370915,-0.7158155257468498,0.23375620893267934,BEAR,,,,,,False,False,False,True
2026-03-24,0.6359226114336411,1.0,0.577258748938225,-0.7676990593678094,0.419233559773607,BULL,,,,,,True,False,False,False
2026-03-25,0.6602736923909802,1.0,0.6038357845654119,-0.5,0.41348142424078993,BULL,,,,,,True,False,False,False
2026-03-26,0.6597992736258491,1.0,0.6041204358244905,-0.66074067992402,0.3103887244787479,BULL,,,,,,True,False,False,False
2026-03-27,0.6602527440299224,1.0,0.6038483535820466,-0.7972236928161284,0.34751382686871346,BULL,,,,,,True,False,False,False
2026-03-28,0.6613066108919976,1.0,0.07333026835013955,-0.8821879468686575,0.6479591641567182,BULL,,,,,,True,False,False,False
2026-03-29,0.6578032644940067,1.0,0.14245030566087344,-0.6834572997271368,0.31847906747808696,BULL,,,,,,True,False,False,False
2026-03-30,0.652689255329518,1.0,0.23785119946457964,-1.0,0.2741043545957754,BULL,,,,,,True,False,False,False
2026-03-31,0.6567432774244852,1.0,0.03090156927826435,-0.8814514134259337,0.24098854790238328,BULL,,,,,,True,False,False,False
2026-04-01,0.6570389779171415,1.0,-1.0,-0.8265380446695216,0.23093880608182465,BULL,,,,,,True,False,False,False
2026-04-02,0.6571967478285586,1.0,-1.0,-0.790147555631036,0.23093880608182465,BULL,,,,,,True,False,False,False
2026-04-03,0.6469400636828642,1.0,-1.0,-0.7708492659749329,0.23093880608182465,BULL,,,,,,True,False,False,False
2026-04-04,0.6568458011680149,1.0,-1.0,-0.6691945390520996,0.23093880608182465,BULL,,,,,,True,False,False,False
2026-04-05,0.655915940388358,1.0,-1.0,-0.6481949620635377,0.2794167632968438,BULL,,,,,,True,False,False,False
2026-04-06,0.6560936728556066,1.0,-0.9571632447509681,-0.610110787111219,0.2794167632968438,BULL,,,,,,True,False,False,False
2026-04-07,0.655969214945793,1.0,-1.0,-0.5871929936337854,0.2794167632968438,BULL,,,,,,True,False,False,False
2026-04-08,0.6616806660076877,1.0,-1.0,-0.6094751232657423,0.2794167632968438,BULL,,,,,,True,False,False,False
2026-04-09,0.6598866210654517,1.0,-1.0,-0.825,0.2794167632968438,BULL,,,,,,True,False,False,False
2026-04-10,0.6593846689506488,1.0,-0.751688199605159,-0.5802234689195842,0.2794167632968438,BULL,,,,,,True,False,False,False
2026-04-11,0.6573334319549091,1.0,-0.7732862447026589,-0.4202381953536934,0.2794167632968438,BULL,,,,,,True,False,False,False
2026-04-12,0.6560205635163414,1.0,-0.745159824984943,-0.6758329732260745,0.2794167632968438,BULL,,,,,,True,False,False,False
2026-04-13,0.6569548819640745,1.0,-0.5604654227620548,-0.6877987227461643,0.2794167632968438,BULL,,,,,,True,False,False,False
2026-04-14,0.6571570895688326,0.516793570744135,-0.3182834905119474,-0.5573274347330988,0.2794167632968438,BULL,,,,,,True,False,False,False
2026-04-15,0.6569712354571765,0.2916218565571011,-0.13978368257815482,-0.7504213630132867,0.2794167632968438,BULL,,,,,,True,False,False,False
2026-04-16,0.6567474595974855,0.28283258527382943,-0.48114342148656913,-0.5883204593152055,0.2794167632968438,BULL,,,,,,True,False,False,False
2026-04-17,0.6568775366165974,0.25307046686950907,-0.4797995201124386,-0.6118099595603234,0.2794167632968438,BULL,,,,,,True,False,False,False
2026-04-18,0.6560335378437769,0.1596003699629695,-0.4629232000868534,-0.7405529009815714,0.2794167632968438,BULL,,,,,,True,False,False,False
